density,layer,left_model_axis,matrix_index,metric_axis_order,offset_A,pair_id,panel_seed,positive_pair_id,right_model_axis,variant
coarse,alphafold,sample_index_0_to_4,2982,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2983,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2984,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2985,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2986,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2987,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2988,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2989,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2990,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2991,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2992,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2993,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2994,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,2995,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,2996,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2997,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2998,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2999,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,3000,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3001,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3002,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3003,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3004,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3005,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3006,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3007,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3008,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3009,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3010,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3011,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3012,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3013,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3014,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3015,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3016,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3017,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3018,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3019,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3020,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3021,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3022,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3023,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_186917,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3024,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3025,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3026,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3027,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3028,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3029,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3030,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,3031,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,3032,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,3033,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,3034,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,3035,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,3036,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3037,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3038,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3039,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3040,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,3041,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,3042,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3043,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3044,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3045,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3046,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3047,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3048,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3049,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3050,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3051,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3052,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,3053,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,3054,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3055,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3056,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3057,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3058,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,3059,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2258538,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,3060,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3061,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,3062,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3063,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3064,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,3065,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s314159|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_2273188,314159,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
