comparison_role,left_id,left_pmhc_id,negative_tier,pair_id,panel_seed,positive_pair_id,right_id,right_pmhc_id,selection_is_score_blind,system_id
positive,HY1B11_PMM,V2PMHC_a9689c9b7442faad,positive,s271828|HY1B11_PMM|HY1B11_MBP,271828,PAIR_HY1B11_PMM_MBP,HY1B11_MBP,V2PMHC_8fc08fae0f1ffde1,True,SYS_MICROBIAL_MBP_HY1B11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s271828|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_175453,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s271828|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_186917,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s271828|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_2258538,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s271828|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_2273188,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s271828|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_1618754,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s271828|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_175453,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s271828|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_186917,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s271828|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_2258538,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s271828|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_2273188,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s271828|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_1618754,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s271828|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_175453,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s271828|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_186917,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s271828|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_2258538,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s271828|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_2273188,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s271828|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_1618754,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s271828|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_175453,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s271828|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_186917,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s271828|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_2258538,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s271828|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_2273188,271828,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
positive,HY2E11_BALF5,V2PMHC_51e2e413b5fb64d1,positive,s314159|HY2E11_BALF5|HY2E11_MBP,314159,PAIR_HY2E11_BALF5_MBP,HY2E11_MBP,V2PMHC_ba30260fa79864f0,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_087fb937093d,V2PMHC_ccd4411cb2b8cf05,N3,s314159|EBV_IEDB_087fb937093d|HUMAN_BACKGROUND_1618754,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_087fb937093d,V2PMHC_ccd4411cb2b8cf05,N3,s314159|EBV_IEDB_087fb937093d|HUMAN_BACKGROUND_175453,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_087fb937093d,V2PMHC_ccd4411cb2b8cf05,N3,s314159|EBV_IEDB_087fb937093d|HUMAN_BACKGROUND_186917,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_087fb937093d,V2PMHC_ccd4411cb2b8cf05,N3,s314159|EBV_IEDB_087fb937093d|HUMAN_BACKGROUND_2258538,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_087fb937093d,V2PMHC_ccd4411cb2b8cf05,N3,s314159|EBV_IEDB_087fb937093d|HUMAN_BACKGROUND_2273188,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s314159|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_1618754,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s314159|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_175453,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s314159|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_186917,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s314159|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_2258538,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_7db454bbdb2f,V2PMHC_6994aa7cfa54a87a,N3,s314159|EBV_IEDB_7db454bbdb2f|HUMAN_BACKGROUND_2273188,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s314159|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_1618754,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s314159|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_175453,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s314159|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_186917,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s314159|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_2258538,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_88894c247ea8,V2PMHC_bd512a4ef37be178,N3,s314159|EBV_IEDB_88894c247ea8|HUMAN_BACKGROUND_2273188,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s314159|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_1618754,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s314159|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_175453,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s314159|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_186917,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s314159|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_2258538,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_93e0986a1f41,V2PMHC_2a45cfb5882821d2,N3,s314159|EBV_IEDB_93e0986a1f41|HUMAN_BACKGROUND_2273188,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s314159|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_1618754,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s314159|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_175453,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s314159|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_186917,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s314159|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_2258538,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_BALF5_MBP_HY2E11
N3_pair_decoy,EBV_IEDB_f5efcef02cf6,V2PMHC_805576114a6e7df7,N3,s314159|EBV_IEDB_f5efcef02cf6|HUMAN_BACKGROUND_2273188,314159,PAIR_HY2E11_BALF5_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_BALF5_MBP_HY2E11
positive,OB1A12_ENGA,V2PMHC_edc57af6a9a8f080,positive,s271828|OB1A12_ENGA|OB1A12_MBP,271828,PAIR_OB1A12_ENGA_MBP,OB1A12_MBP,V2PMHC_ba30260fa79864f0,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s271828|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_1618754,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s271828|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_175453,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s271828|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_186917,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s271828|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_2258538,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s271828|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_2273188,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s271828|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_1618754,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s271828|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_175453,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s271828|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_186917,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s271828|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_2258538,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s271828|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_2273188,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s271828|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_1618754,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s271828|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_175453,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s271828|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_186917,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s271828|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_2258538,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s271828|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_2273188,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s271828|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_1618754,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s271828|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_175453,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s271828|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_186917,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s271828|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_2258538,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s271828|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_2273188,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s271828|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_1618754,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s271828|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_175453,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s271828|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_186917,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s271828|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_2258538,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s271828|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_2273188,271828,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
positive,OB1A12_ENGA,V2PMHC_edc57af6a9a8f080,positive,s314159|OB1A12_ENGA|OB1A12_MBP,314159,PAIR_OB1A12_ENGA_MBP,OB1A12_MBP,V2PMHC_ba30260fa79864f0,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s314159|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_1618754,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s314159|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_175453,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s314159|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_186917,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s314159|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_2258538,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_090bd09c6880,V2PMHC_645c4f4577622a82,N3,s314159|EBV_IEDB_090bd09c6880|HUMAN_BACKGROUND_2273188,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s314159|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_1618754,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s314159|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_175453,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s314159|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_186917,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s314159|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_2258538,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_156b80230e03,V2PMHC_059a1481886fcb83,N3,s314159|EBV_IEDB_156b80230e03|HUMAN_BACKGROUND_2273188,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s314159|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_1618754,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
